file_name,label
real/file420_16k_norm_mono_silence,bonafide
fake/file1373_16k_norm_mono_silence,spoof
real/file1132_16k_norm_mono_silence,bonafide
fake/file972_16k_norm_mono_silence,spoof
real/file615_16k_norm_mono_silence,bonafide
fake/file61_16k_norm_mono_silence,spoof
real/file1027_16k_norm_mono_silence,bonafide
fake/file1058_16k_norm_mono_silence,spoof
real/file768_16k_norm_mono_silence,bonafide
fake/file1270_16k_norm_mono_silence,spoof
real/file2189_16k_norm_mono_silence,bonafide
fake/file1375_16k_norm_mono_silence,spoof
real/file2071_16k_norm_mono_silence,bonafide
fake/file1004_16k_norm_mono_silence,spoof
real/file129_16k_norm_mono_silence,bonafide
fake/file2187_16k_norm_mono_silence,spoof
real/file1751_16k_norm_mono_silence,bonafide
fake/file1962_16k_norm_mono_silence,spoof
real/file1403_16k_norm_mono_silence,bonafide
fake/file1384_16k_norm_mono_silence,spoof
real/file425_16k_norm_mono_silence,bonafide
fake/file41_16k_norm_mono_silence,spoof
real/file990_16k_norm_mono_silence,bonafide
fake/file2327_16k_norm_mono_silence,spoof
real/file1863_16k_norm_mono_silence,bonafide
fake/file1216_16k_norm_mono_silence,spoof
real/file530_16k_norm_mono_silence,bonafide
fake/file142_16k_norm_mono_silence,spoof
real/file413_16k_norm_mono_silence,bonafide
fake/file912_16k_norm_mono_silence,spoof
real/file1383_16k_norm_mono_silence,bonafide
fake/file1012_16k_norm_mono_silence,spoof
real/file1649_16k_norm_mono_silence,bonafide
fake/file1842_16k_norm_mono_silence,spoof
real/file603_16k_norm_mono_silence,bonafide
fake/file471_16k_norm_mono_silence,spoof
real/file2201_16k_norm_mono_silence,bonafide
fake/file259_16k_norm_mono_silence,spoof
real/file2_16k_norm_mono_silence,bonafide
fake/file83_16k_norm_mono_silence,spoof
real/file120_16k_norm_mono_silence,bonafide
fake/file420_16k_norm_mono_silence,spoof
real/file2131_16k_norm_mono_silence,bonafide
fake/file1132_16k_norm_mono_silence,spoof
real/file167_16k_norm_mono_silence,bonafide
fake/file615_16k_norm_mono_silence,spoof
real/file840_16k_norm_mono_silence,bonafide
fake/file1027_16k_norm_mono_silence,spoof
real/file1074_16k_norm_mono_silence,bonafide
fake/file768_16k_norm_mono_silence,spoof
real/file2194_16k_norm_mono_silence,bonafide
fake/file2189_16k_norm_mono_silence,spoof
real/file2199_16k_norm_mono_silence,bonafide
fake/file2071_16k_norm_mono_silence,spoof
real/file1306_16k_norm_mono_silence,bonafide
fake/file129_16k_norm_mono_silence,spoof
real/file2208_16k_norm_mono_silence,bonafide
fake/file1751_16k_norm_mono_silence,spoof
real/file2164_16k_norm_mono_silence,bonafide
fake/file1403_16k_norm_mono_silence,spoof
real/file974_16k_norm_mono_silence,bonafide
fake/file425_16k_norm_mono_silence,spoof
real/file1903_16k_norm_mono_silence,bonafide
fake/file990_16k_norm_mono_silence,spoof
real/file2126_16k_norm_mono_silence,bonafide
fake/file1863_16k_norm_mono_silence,spoof
real/file204_16k_norm_mono_silence,bonafide
fake/file530_16k_norm_mono_silence,spoof
real/file1315_16k_norm_mono_silence,bonafide
fake/file413_16k_norm_mono_silence,spoof
real/file255_16k_norm_mono_silence,bonafide
fake/file1383_16k_norm_mono_silence,spoof
real/file1426_16k_norm_mono_silence,bonafide
fake/file1649_16k_norm_mono_silence,spoof
real/file203_16k_norm_mono_silence,bonafide
fake/file603_16k_norm_mono_silence,spoof
real/file2050_16k_norm_mono_silence,bonafide
fake/file2201_16k_norm_mono_silence,spoof
real/file2137_16k_norm_mono_silence,bonafide
fake/file2_16k_norm_mono_silence,spoof
real/file1896_16k_norm_mono_silence,bonafide
fake/file120_16k_norm_mono_silence,spoof
real/file926_16k_norm_mono_silence,bonafide
fake/file2131_16k_norm_mono_silence,spoof
real/file2250_16k_norm_mono_silence,bonafide
fake/file167_16k_norm_mono_silence,spoof
real/file1401_16k_norm_mono_silence,bonafide
fake/file840_16k_norm_mono_silence,spoof
real/file2093_16k_norm_mono_silence,bonafide
fake/file1074_16k_norm_mono_silence,spoof
real/file2238_16k_norm_mono_silence,bonafide
fake/file2194_16k_norm_mono_silence,spoof
real/file1308_16k_norm_mono_silence,bonafide
fake/file2199_16k_norm_mono_silence,spoof
real/file1463_16k_norm_mono_silence,bonafide
fake/file1306_16k_norm_mono_silence,spoof
real/file1118_16k_norm_mono_silence,bonafide
fake/file2208_16k_norm_mono_silence,spoof
real/file1415_16k_norm_mono_silence,bonafide
fake/file2164_16k_norm_mono_silence,spoof
real/file312_16k_norm_mono_silence,bonafide
fake/file974_16k_norm_mono_silence,spoof
real/file1041_16k_norm_mono_silence,bonafide
fake/file1903_16k_norm_mono_silence,spoof
real/file479_16k_norm_mono_silence,bonafide
fake/file2126_16k_norm_mono_silence,spoof
real/file1551_16k_norm_mono_silence,bonafide
fake/file204_16k_norm_mono_silence,spoof
real/file1541_16k_norm_mono_silence,bonafide
fake/file1315_16k_norm_mono_silence,spoof
real/file1767_16k_norm_mono_silence,bonafide
fake/file255_16k_norm_mono_silence,spoof
real/file1060_16k_norm_mono_silence,bonafide
fake/file1426_16k_norm_mono_silence,spoof
real/file573_16k_norm_mono_silence,bonafide
fake/file203_16k_norm_mono_silence,spoof
real/file948_16k_norm_mono_silence,bonafide
fake/file2050_16k_norm_mono_silence,spoof
real/file1514_16k_norm_mono_silence,bonafide
fake/file2137_16k_norm_mono_silence,spoof
real/file1024_16k_norm_mono_silence,bonafide
fake/file1896_16k_norm_mono_silence,spoof
real/file1980_16k_norm_mono_silence,bonafide
fake/file926_16k_norm_mono_silence,spoof
real/file586_16k_norm_mono_silence,bonafide
fake/file2250_16k_norm_mono_silence,spoof
real/file1282_16k_norm_mono_silence,bonafide
fake/file1401_16k_norm_mono_silence,spoof
real/file1026_16k_norm_mono_silence,bonafide
fake/file2093_16k_norm_mono_silence,spoof
real/file536_16k_norm_mono_silence,bonafide
fake/file2310_16k_norm_mono_silence,spoof
real/file620_16k_norm_mono_silence,bonafide
fake/file2238_16k_norm_mono_silence,spoof
real/file544_16k_norm_mono_silence,bonafide
fake/file1308_16k_norm_mono_silence,spoof
real/file2173_16k_norm_mono_silence,bonafide
fake/file1463_16k_norm_mono_silence,spoof
real/file1108_16k_norm_mono_silence,bonafide
fake/file1118_16k_norm_mono_silence,spoof
real/file453_16k_norm_mono_silence,bonafide
fake/file1415_16k_norm_mono_silence,spoof
real/file254_16k_norm_mono_silence,bonafide
fake/file312_16k_norm_mono_silence,spoof
real/file461_16k_norm_mono_silence,bonafide
fake/file1041_16k_norm_mono_silence,spoof
real/file711_16k_norm_mono_silence,bonafide
fake/file479_16k_norm_mono_silence,spoof
real/file965_16k_norm_mono_silence,bonafide
fake/file1551_16k_norm_mono_silence,spoof
real/file1485_16k_norm_mono_silence,bonafide
fake/file1541_16k_norm_mono_silence,spoof
real/file1758_16k_norm_mono_silence,bonafide
fake/file1767_16k_norm_mono_silence,spoof
real/file744_16k_norm_mono_silence,bonafide
fake/file1060_16k_norm_mono_silence,spoof
real/file2166_16k_norm_mono_silence,bonafide
fake/file573_16k_norm_mono_silence,spoof
real/file1618_16k_norm_mono_silence,bonafide
fake/file948_16k_norm_mono_silence,spoof
real/file431_16k_norm_mono_silence,bonafide
fake/file1514_16k_norm_mono_silence,spoof
real/file1696_16k_norm_mono_silence,bonafide
fake/file1024_16k_norm_mono_silence,spoof
real/file489_16k_norm_mono_silence,bonafide
fake/file1980_16k_norm_mono_silence,spoof
real/file694_16k_norm_mono_silence,bonafide
fake/file586_16k_norm_mono_silence,spoof
real/file1396_16k_norm_mono_silence,bonafide
fake/file1282_16k_norm_mono_silence,spoof
real/file954_16k_norm_mono_silence,bonafide
fake/file1026_16k_norm_mono_silence,spoof
real/file1253_16k_norm_mono_silence,bonafide
fake/file536_16k_norm_mono_silence,spoof
real/file1759_16k_norm_mono_silence,bonafide
fake/file620_16k_norm_mono_silence,spoof
real/file336_16k_norm_mono_silence,bonafide
fake/file544_16k_norm_mono_silence,spoof
real/file1351_16k_norm_mono_silence,bonafide
fake/file2173_16k_norm_mono_silence,spoof
real/file2168_16k_norm_mono_silence,bonafide
fake/file1108_16k_norm_mono_silence,spoof
real/file987_16k_norm_mono_silence,bonafide
fake/file453_16k_norm_mono_silence,spoof
real/file1870_16k_norm_mono_silence,bonafide
fake/file254_16k_norm_mono_silence,spoof
real/file880_16k_norm_mono_silence,bonafide
fake/file461_16k_norm_mono_silence,spoof
real/file2264_16k_norm_mono_silence,bonafide
fake/file711_16k_norm_mono_silence,spoof
real/file1431_16k_norm_mono_silence,bonafide
fake/file965_16k_norm_mono_silence,spoof
real/file901_16k_norm_mono_silence,bonafide
fake/file1485_16k_norm_mono_silence,spoof
real/file2119_16k_norm_mono_silence,bonafide
fake/file1758_16k_norm_mono_silence,spoof
real/file280_16k_norm_mono_silence,bonafide
fake/file744_16k_norm_mono_silence,spoof
real/file219_16k_norm_mono_silence,bonafide
fake/file2166_16k_norm_mono_silence,spoof
real/file1995_16k_norm_mono_silence,bonafide
fake/file1618_16k_norm_mono_silence,spoof
real/file1800_16k_norm_mono_silence,bonafide
fake/file431_16k_norm_mono_silence,spoof
real/file2081_16k_norm_mono_silence,bonafide
fake/file1696_16k_norm_mono_silence,spoof
real/file1171_16k_norm_mono_silence,bonafide
fake/file489_16k_norm_mono_silence,spoof
real/file2123_16k_norm_mono_silence,bonafide
fake/file694_16k_norm_mono_silence,spoof
real/file364_16k_norm_mono_silence,bonafide
fake/file1396_16k_norm_mono_silence,spoof
real/file633_16k_norm_mono_silence,bonafide
fake/file954_16k_norm_mono_silence,spoof
real/file908_16k_norm_mono_silence,bonafide
fake/file1253_16k_norm_mono_silence,spoof
real/file1096_16k_norm_mono_silence,bonafide
fake/file1759_16k_norm_mono_silence,spoof
real/file937_16k_norm_mono_silence,bonafide
fake/file336_16k_norm_mono_silence,spoof
real/file638_16k_norm_mono_silence,bonafide
fake/file1351_16k_norm_mono_silence,spoof
real/file1884_16k_norm_mono_silence,bonafide
fake/file2168_16k_norm_mono_silence,spoof
real/file1054_16k_norm_mono_silence,bonafide
fake/file987_16k_norm_mono_silence,spoof
real/file820_16k_norm_mono_silence,bonafide
fake/file1870_16k_norm_mono_silence,spoof
real/file1754_16k_norm_mono_silence,bonafide
fake/file880_16k_norm_mono_silence,spoof
real/file966_16k_norm_mono_silence,bonafide
fake/file2264_16k_norm_mono_silence,spoof
real/file2001_16k_norm_mono_silence,bonafide
fake/file1431_16k_norm_mono_silence,spoof
real/file1752_16k_norm_mono_silence,bonafide
fake/file901_16k_norm_mono_silence,spoof
real/file1971_16k_norm_mono_silence,bonafide
fake/file2119_16k_norm_mono_silence,spoof
real/file416_16k_norm_mono_silence,bonafide
fake/file280_16k_norm_mono_silence,spoof
real/file1336_16k_norm_mono_silence,bonafide
fake/file219_16k_norm_mono_silence,spoof
real/file1407_16k_norm_mono_silence,bonafide
fake/file1995_16k_norm_mono_silence,spoof
real/file529_16k_norm_mono_silence,bonafide
fake/file1800_16k_norm_mono_silence,spoof
real/file1324_16k_norm_mono_silence,bonafide
fake/file2081_16k_norm_mono_silence,spoof
real/file105_16k_norm_mono_silence,bonafide
fake/file1171_16k_norm_mono_silence,spoof
real/file349_16k_norm_mono_silence,bonafide
fake/file2123_16k_norm_mono_silence,spoof
real/file1291_16k_norm_mono_silence,bonafide
fake/file364_16k_norm_mono_silence,spoof
real/file1190_16k_norm_mono_silence,bonafide
fake/file633_16k_norm_mono_silence,spoof
real/file199_16k_norm_mono_silence,bonafide
fake/file908_16k_norm_mono_silence,spoof
real/file2049_16k_norm_mono_silence,bonafide
fake/file1096_16k_norm_mono_silence,spoof
real/file493_16k_norm_mono_silence,bonafide
fake/file937_16k_norm_mono_silence,spoof
real/file2237_16k_norm_mono_silence,bonafide
fake/file638_16k_norm_mono_silence,spoof
real/file1167_16k_norm_mono_silence,bonafide
fake/file1884_16k_norm_mono_silence,spoof
real/file458_16k_norm_mono_silence,bonafide
fake/file1054_16k_norm_mono_silence,spoof
real/file706_16k_norm_mono_silence,bonafide
fake/file820_16k_norm_mono_silence,spoof
real/file505_16k_norm_mono_silence,bonafide
fake/file1754_16k_norm_mono_silence,spoof
real/file2155_16k_norm_mono_silence,bonafide
fake/file966_16k_norm_mono_silence,spoof
real/file1755_16k_norm_mono_silence,bonafide
fake/file2321_16k_norm_mono_silence,spoof
real/file310_16k_norm_mono_silence,bonafide
fake/file2001_16k_norm_mono_silence,spoof
real/file1124_16k_norm_mono_silence,bonafide
fake/file1752_16k_norm_mono_silence,spoof
real/file751_16k_norm_mono_silence,bonafide
fake/file1971_16k_norm_mono_silence,spoof
real/file264_16k_norm_mono_silence,bonafide
fake/file416_16k_norm_mono_silence,spoof
real/file698_16k_norm_mono_silence,bonafide
fake/file1336_16k_norm_mono_silence,spoof
real/file284_16k_norm_mono_silence,bonafide
fake/file1407_16k_norm_mono_silence,spoof
real/file448_16k_norm_mono_silence,bonafide
fake/file529_16k_norm_mono_silence,spoof
real/file809_16k_norm_mono_silence,bonafide
fake/file1324_16k_norm_mono_silence,spoof
real/file1398_16k_norm_mono_silence,bonafide
fake/file2308_16k_norm_mono_silence,spoof
real/file2026_16k_norm_mono_silence,bonafide
fake/file105_16k_norm_mono_silence,spoof
real/file322_16k_norm_mono_silence,bonafide
fake/file349_16k_norm_mono_silence,spoof
real/file997_16k_norm_mono_silence,bonafide
fake/file1291_16k_norm_mono_silence,spoof
real/file296_16k_norm_mono_silence,bonafide
fake/file1190_16k_norm_mono_silence,spoof
real/file2219_16k_norm_mono_silence,bonafide
fake/file199_16k_norm_mono_silence,spoof
real/file1771_16k_norm_mono_silence,bonafide
fake/file2300_16k_norm_mono_silence,spoof
real/file1300_16k_norm_mono_silence,bonafide
fake/file2049_16k_norm_mono_silence,spoof
real/file1810_16k_norm_mono_silence,bonafide
fake/file493_16k_norm_mono_silence,spoof
real/file2052_16k_norm_mono_silence,bonafide
fake/file2237_16k_norm_mono_silence,spoof
real/file1917_16k_norm_mono_silence,bonafide
fake/file1167_16k_norm_mono_silence,spoof
real/file728_16k_norm_mono_silence,bonafide
fake/file458_16k_norm_mono_silence,spoof
real/file2262_16k_norm_mono_silence,bonafide
fake/file706_16k_norm_mono_silence,spoof
real/file833_16k_norm_mono_silence,bonafide
fake/file505_16k_norm_mono_silence,spoof
real/file441_16k_norm_mono_silence,bonafide
fake/file2155_16k_norm_mono_silence,spoof
real/file1349_16k_norm_mono_silence,bonafide
fake/file1755_16k_norm_mono_silence,spoof
real/file1683_16k_norm_mono_silence,bonafide
fake/file310_16k_norm_mono_silence,spoof
real/file611_16k_norm_mono_silence,bonafide
fake/file1124_16k_norm_mono_silence,spoof
real/file1690_16k_norm_mono_silence,bonafide
fake/file751_16k_norm_mono_silence,spoof
real/file1841_16k_norm_mono_silence,bonafide
fake/file264_16k_norm_mono_silence,spoof
real/file1716_16k_norm_mono_silence,bonafide
fake/file698_16k_norm_mono_silence,spoof
real/file683_16k_norm_mono_silence,bonafide
fake/file284_16k_norm_mono_silence,spoof
real/file1086_16k_norm_mono_silence,bonafide
fake/file448_16k_norm_mono_silence,spoof
real/file104_16k_norm_mono_silence,bonafide
fake/file809_16k_norm_mono_silence,spoof
real/file1263_16k_norm_mono_silence,bonafide
fake/file1398_16k_norm_mono_silence,spoof
real/file896_16k_norm_mono_silence,bonafide
fake/file2026_16k_norm_mono_silence,spoof
real/file1766_16k_norm_mono_silence,bonafide
fake/file322_16k_norm_mono_silence,spoof
real/file1992_16k_norm_mono_silence,bonafide
fake/file997_16k_norm_mono_silence,spoof
real/file1816_16k_norm_mono_silence,bonafide
fake/file296_16k_norm_mono_silence,spoof
real/file146_16k_norm_mono_silence,bonafide
fake/file2284_16k_norm_mono_silence,spoof
real/file528_16k_norm_mono_silence,bonafide
fake/file2219_16k_norm_mono_silence,spoof
real/file1417_16k_norm_mono_silence,bonafide
fake/file1771_16k_norm_mono_silence,spoof
real/file172_16k_norm_mono_silence,bonafide
fake/file1300_16k_norm_mono_silence,spoof
real/file161_16k_norm_mono_silence,bonafide
fake/file1810_16k_norm_mono_silence,spoof
real/file392_16k_norm_mono_silence,bonafide
fake/file2052_16k_norm_mono_silence,spoof
real/file438_16k_norm_mono_silence,bonafide
fake/file1917_16k_norm_mono_silence,spoof
real/file139_16k_norm_mono_silence,bonafide
fake/file728_16k_norm_mono_silence,spoof
real/file7_16k_norm_mono_silence,bonafide
fake/file2262_16k_norm_mono_silence,spoof
real/file1587_16k_norm_mono_silence,bonafide
fake/file833_16k_norm_mono_silence,spoof
real/file1872_16k_norm_mono_silence,bonafide
fake/file441_16k_norm_mono_silence,spoof
real/file1550_16k_norm_mono_silence,bonafide
fake/file1349_16k_norm_mono_silence,spoof
real/file388_16k_norm_mono_silence,bonafide
fake/file1683_16k_norm_mono_silence,spoof
real/file444_16k_norm_mono_silence,bonafide
fake/file611_16k_norm_mono_silence,spoof
real/file1627_16k_norm_mono_silence,bonafide
fake/file1690_16k_norm_mono_silence,spoof
real/file190_16k_norm_mono_silence,bonafide
fake/file1841_16k_norm_mono_silence,spoof
real/file170_16k_norm_mono_silence,bonafide
fake/file1716_16k_norm_mono_silence,spoof
real/file696_16k_norm_mono_silence,bonafide
fake/file683_16k_norm_mono_silence,spoof
real/file504_16k_norm_mono_silence,bonafide
fake/file1086_16k_norm_mono_silence,spoof
real/file351_16k_norm_mono_silence,bonafide
fake/file104_16k_norm_mono_silence,spoof
real/file233_16k_norm_mono_silence,bonafide
fake/file2361_16k_norm_mono_silence,spoof
real/file818_16k_norm_mono_silence,bonafide
fake/file1263_16k_norm_mono_silence,spoof
real/file2074_16k_norm_mono_silence,bonafide
fake/file896_16k_norm_mono_silence,spoof
real/file1861_16k_norm_mono_silence,bonafide
fake/file1766_16k_norm_mono_silence,spoof
real/file473_16k_norm_mono_silence,bonafide
fake/file1992_16k_norm_mono_silence,spoof
real/file2127_16k_norm_mono_silence,bonafide
fake/file1816_16k_norm_mono_silence,spoof
real/file1667_16k_norm_mono_silence,bonafide
fake/file146_16k_norm_mono_silence,spoof
real/file709_16k_norm_mono_silence,bonafide
fake/file528_16k_norm_mono_silence,spoof
real/file1738_16k_norm_mono_silence,bonafide
fake/file1417_16k_norm_mono_silence,spoof
real/file991_16k_norm_mono_silence,bonafide
fake/file172_16k_norm_mono_silence,spoof
real/file1020_16k_norm_mono_silence,bonafide
fake/file161_16k_norm_mono_silence,spoof
real/file1155_16k_norm_mono_silence,bonafide
fake/file392_16k_norm_mono_silence,spoof
real/file2103_16k_norm_mono_silence,bonafide
fake/file438_16k_norm_mono_silence,spoof
real/file1411_16k_norm_mono_silence,bonafide
fake/file139_16k_norm_mono_silence,spoof
real/file1465_16k_norm_mono_silence,bonafide
fake/file7_16k_norm_mono_silence,spoof
real/file646_16k_norm_mono_silence,bonafide
fake/file1587_16k_norm_mono_silence,spoof
real/file1162_16k_norm_mono_silence,bonafide
fake/file1872_16k_norm_mono_silence,spoof
real/file1164_16k_norm_mono_silence,bonafide
fake/file2316_16k_norm_mono_silence,spoof
real/file1645_16k_norm_mono_silence,bonafide
fake/file1550_16k_norm_mono_silence,spoof
real/file552_16k_norm_mono_silence,bonafide
fake/file388_16k_norm_mono_silence,spoof
real/file1734_16k_norm_mono_silence,bonafide
fake/file444_16k_norm_mono_silence,spoof
real/file509_16k_norm_mono_silence,bonafide
fake/file1627_16k_norm_mono_silence,spoof
real/file992_16k_norm_mono_silence,bonafide
fake/file190_16k_norm_mono_silence,spoof
real/file1988_16k_norm_mono_silence,bonafide
fake/file170_16k_norm_mono_silence,spoof
real/file1461_16k_norm_mono_silence,bonafide
fake/file696_16k_norm_mono_silence,spoof
real/file1518_16k_norm_mono_silence,bonafide
fake/file504_16k_norm_mono_silence,spoof
real/file145_16k_norm_mono_silence,bonafide
fake/file351_16k_norm_mono_silence,spoof
real/file1347_16k_norm_mono_silence,bonafide
fake/file233_16k_norm_mono_silence,spoof
real/file1021_16k_norm_mono_silence,bonafide
fake/file818_16k_norm_mono_silence,spoof
real/file1784_16k_norm_mono_silence,bonafide
fake/file2074_16k_norm_mono_silence,spoof
real/file1492_16k_norm_mono_silence,bonafide
fake/file1861_16k_norm_mono_silence,spoof
real/file1332_16k_norm_mono_silence,bonafide
fake/file473_16k_norm_mono_silence,spoof
real/file1805_16k_norm_mono_silence,bonafide
fake/file2127_16k_norm_mono_silence,spoof
real/file1391_16k_norm_mono_silence,bonafide
fake/file1667_16k_norm_mono_silence,spoof
real/file1207_16k_norm_mono_silence,bonafide
fake/file709_16k_norm_mono_silence,spoof
real/file1993_16k_norm_mono_silence,bonafide
fake/file1738_16k_norm_mono_silence,spoof
real/file555_16k_norm_mono_silence,bonafide
fake/file991_16k_norm_mono_silence,spoof
real/file1414_16k_norm_mono_silence,bonafide
fake/file1020_16k_norm_mono_silence,spoof
real/file1818_16k_norm_mono_silence,bonafide
fake/file1155_16k_norm_mono_silence,spoof
real/file546_16k_norm_mono_silence,bonafide
fake/file2103_16k_norm_mono_silence,spoof
real/file654_16k_norm_mono_silence,bonafide
fake/file1411_16k_norm_mono_silence,spoof
real/file629_16k_norm_mono_silence,bonafide
fake/file1465_16k_norm_mono_silence,spoof
real/file1114_16k_norm_mono_silence,bonafide
fake/file646_16k_norm_mono_silence,spoof
real/file1195_16k_norm_mono_silence,bonafide
fake/file1162_16k_norm_mono_silence,spoof
real/file771_16k_norm_mono_silence,bonafide
fake/file1164_16k_norm_mono_silence,spoof
real/file314_16k_norm_mono_silence,bonafide
fake/file1645_16k_norm_mono_silence,spoof
real/file462_16k_norm_mono_silence,bonafide
fake/file552_16k_norm_mono_silence,spoof
real/file723_16k_norm_mono_silence,bonafide
fake/file1734_16k_norm_mono_silence,spoof
real/file1612_16k_norm_mono_silence,bonafide
fake/file2333_16k_norm_mono_silence,spoof
real/file143_16k_norm_mono_silence,bonafide
fake/file2339_16k_norm_mono_silence,spoof
real/file2100_16k_norm_mono_silence,bonafide
fake/file509_16k_norm_mono_silence,spoof
real/file112_16k_norm_mono_silence,bonafide
fake/file992_16k_norm_mono_silence,spoof
real/file2142_16k_norm_mono_silence,bonafide
fake/file1988_16k_norm_mono_silence,spoof
real/file898_16k_norm_mono_silence,bonafide
fake/file1461_16k_norm_mono_silence,spoof
real/file1853_16k_norm_mono_silence,bonafide
fake/file1518_16k_norm_mono_silence,spoof
real/file15_16k_norm_mono_silence,bonafide
fake/file145_16k_norm_mono_silence,spoof
real/file1590_16k_norm_mono_silence,bonafide
fake/file1347_16k_norm_mono_silence,spoof
real/file1419_16k_norm_mono_silence,bonafide
fake/file1021_16k_norm_mono_silence,spoof
real/file1506_16k_norm_mono_silence,bonafide
fake/file1784_16k_norm_mono_silence,spoof
real/file2161_16k_norm_mono_silence,bonafide
fake/file1492_16k_norm_mono_silence,spoof
real/file409_16k_norm_mono_silence,bonafide
fake/file2348_16k_norm_mono_silence,spoof
real/file239_16k_norm_mono_silence,bonafide
fake/file1332_16k_norm_mono_silence,spoof
real/file2184_16k_norm_mono_silence,bonafide
fake/file1805_16k_norm_mono_silence,spoof
real/file1232_16k_norm_mono_silence,bonafide
fake/file1391_16k_norm_mono_silence,spoof
real/file94_16k_norm_mono_silence,bonafide
fake/file1207_16k_norm_mono_silence,spoof
real/file548_16k_norm_mono_silence,bonafide
fake/file1993_16k_norm_mono_silence,spoof
real/file1613_16k_norm_mono_silence,bonafide
fake/file555_16k_norm_mono_silence,spoof
real/file1658_16k_norm_mono_silence,bonafide
fake/file1414_16k_norm_mono_silence,spoof
real/file557_16k_norm_mono_silence,bonafide
fake/file1818_16k_norm_mono_silence,spoof
real/file523_16k_norm_mono_silence,bonafide
fake/file546_16k_norm_mono_silence,spoof
real/file634_16k_norm_mono_silence,bonafide
fake/file654_16k_norm_mono_silence,spoof
real/file871_16k_norm_mono_silence,bonafide
fake/file629_16k_norm_mono_silence,spoof
real/file1244_16k_norm_mono_silence,bonafide
fake/file1114_16k_norm_mono_silence,spoof
real/file624_16k_norm_mono_silence,bonafide
fake/file1195_16k_norm_mono_silence,spoof
real/file879_16k_norm_mono_silence,bonafide
fake/file771_16k_norm_mono_silence,spoof
real/file659_16k_norm_mono_silence,bonafide
fake/file314_16k_norm_mono_silence,spoof
real/file1143_16k_norm_mono_silence,bonafide
fake/file462_16k_norm_mono_silence,spoof
real/file1883_16k_norm_mono_silence,bonafide
fake/file723_16k_norm_mono_silence,spoof
real/file107_16k_norm_mono_silence,bonafide
fake/file1612_16k_norm_mono_silence,spoof
real/file1111_16k_norm_mono_silence,bonafide
fake/file143_16k_norm_mono_silence,spoof
real/file234_16k_norm_mono_silence,bonafide
fake/file2100_16k_norm_mono_silence,spoof
real/file286_16k_norm_mono_silence,bonafide
fake/file112_16k_norm_mono_silence,spoof
real/file1047_16k_norm_mono_silence,bonafide
fake/file2142_16k_norm_mono_silence,spoof
real/file2233_16k_norm_mono_silence,bonafide
fake/file898_16k_norm_mono_silence,spoof
real/file1498_16k_norm_mono_silence,bonafide
fake/file1853_16k_norm_mono_silence,spoof
real/file2060_16k_norm_mono_silence,bonafide
fake/file15_16k_norm_mono_silence,spoof
real/file253_16k_norm_mono_silence,bonafide
fake/file1590_16k_norm_mono_silence,spoof
real/file244_16k_norm_mono_silence,bonafide
fake/file1419_16k_norm_mono_silence,spoof
real/file141_16k_norm_mono_silence,bonafide
fake/file1506_16k_norm_mono_silence,spoof
real/file77_16k_norm_mono_silence,bonafide
fake/file2161_16k_norm_mono_silence,spoof
real/file1198_16k_norm_mono_silence,bonafide
fake/file409_16k_norm_mono_silence,spoof
real/file1857_16k_norm_mono_silence,bonafide
fake/file239_16k_norm_mono_silence,spoof
real/file2066_16k_norm_mono_silence,bonafide
fake/file2184_16k_norm_mono_silence,spoof
real/file1395_16k_norm_mono_silence,bonafide
fake/file1232_16k_norm_mono_silence,spoof
real/file1803_16k_norm_mono_silence,bonafide
fake/file94_16k_norm_mono_silence,spoof
real/file371_16k_norm_mono_silence,bonafide
fake/file548_16k_norm_mono_silence,spoof
real/file2206_16k_norm_mono_silence,bonafide
fake/file2335_16k_norm_mono_silence,spoof
real/file1278_16k_norm_mono_silence,bonafide
fake/file1613_16k_norm_mono_silence,spoof
real/file657_16k_norm_mono_silence,bonafide
fake/file1658_16k_norm_mono_silence,spoof
real/file1448_16k_norm_mono_silence,bonafide
fake/file2362_16k_norm_mono_silence,spoof
real/file1928_16k_norm_mono_silence,bonafide
fake/file557_16k_norm_mono_silence,spoof
real/file1003_16k_norm_mono_silence,bonafide
fake/file2365_16k_norm_mono_silence,spoof
real/file1099_16k_norm_mono_silence,bonafide
fake/file523_16k_norm_mono_silence,spoof
real/file2116_16k_norm_mono_silence,bonafide
fake/file634_16k_norm_mono_silence,spoof
real/file962_16k_norm_mono_silence,bonafide
fake/file871_16k_norm_mono_silence,spoof
real/file1630_16k_norm_mono_silence,bonafide
fake/file1244_16k_norm_mono_silence,spoof
real/file2031_16k_norm_mono_silence,bonafide
fake/file624_16k_norm_mono_silence,spoof
real/file20_16k_norm_mono_silence,bonafide
fake/file879_16k_norm_mono_silence,spoof
real/file647_16k_norm_mono_silence,bonafide
fake/file659_16k_norm_mono_silence,spoof
real/file541_16k_norm_mono_silence,bonafide
fake/file1143_16k_norm_mono_silence,spoof
real/file1680_16k_norm_mono_silence,bonafide
fake/file1883_16k_norm_mono_silence,spoof
real/file1817_16k_norm_mono_silence,bonafide
fake/file107_16k_norm_mono_silence,spoof
real/file2251_16k_norm_mono_silence,bonafide
fake/file1111_16k_norm_mono_silence,spoof
real/file968_16k_norm_mono_silence,bonafide
fake/file234_16k_norm_mono_silence,spoof
real/file2082_16k_norm_mono_silence,bonafide
fake/file286_16k_norm_mono_silence,spoof
